Id,Date,Rating,Comment,Normalized_Comment,POS,Sentiment_TextBlob,Sentiment_TextBlob_Label,Sentiment_BERT,Sentiment_BERT_Label
567," April 21, 2020",4,"At only 75Hz, and 1080p it’s not the best on the market for gaming... BUT definitely don’t count it out! Color is amazing (what else do you expect from Sceptre?) could be brighter and the sound is garbage.  Sorry, but gaming on Monitor speakers is not going to be good. I put on my headset and immediately forget. The picture is great and there is little to no ghosting! For games that don’t require high FPS, or if you have a 1000 series Nvidia card, it’s great! Overall it is a great starter monitor for a budget rig!  I have two and use them every day. Won’t replace them until 4K gaming goes past 60 FPS.",hz p best market gaming definitely dont count color amazing else expect sceptre could brighter sound garbage sorry gaming monitor speaker going good put headset immediately forget picture great little ghosting game dont require high fps series nvidia card great overall great starter monitor budget rig two use every day wont replace k gaming go past fps,"[('hz', 'NN'), ('p', 'NN'), ('best', 'JJS'), ('market', 'NN'), ('gaming', 'VBG'), ('definitely', 'RB'), ('dont', 'JJ'), ('count', 'NN'), ('color', 'NN'), ('amazing', 'VBG'), ('else', 'RB'), ('expect', 'VBP'), ('sceptre', 'NN'), ('could', 'MD'), ('brighter', 'VB'), ('sound', 'JJ'), ('garbage', 'NN'), ('sorry', 'NN'), ('gaming', 'VBG'), ('monitor', 'NN'), ('speaker', 'NN'), ('going', 'VBG'), ('good', 'JJ'), ('put', 'NN'), ('headset', 'VBP'), ('immediately', 'RB'), ('forget', 'JJ'), ('picture', 'NN'), ('great', 'JJ'), ('little', 'JJ'), ('ghosting', 'JJ'), ('game', 'NN'), ('dont', 'NN'), ('require', 'VBP'), ('high', 'JJ'), ('fps', 'JJ'), ('series', 'NN'), ('nvidia', 'NNP'), ('card', 'NN'), ('great', 'JJ'), ('overall', 'JJ'), ('great', 'JJ'), ('starter', 'NN'), ('monitor', 'NN'), ('budget', 'NN'), ('rig', 'NN'), ('two', 'CD'), ('use', 'NN'), ('every', 'DT'), ('day', 'NN'), ('wont', 'VBD'), ('replace', 'VB'), ('k', 'NN'), ('gaming', 'VBG'), ('go', 'VB'), ('past', 'JJ'), ('fps', 'NN')]",3,neutral,4,positive
568," March 17, 2020",3,"Overall, the monitor is above average, especially at its price point. The only downside to this monitor is longevity, I am writing this review about a week before a year of use with this monitor. I use this monitor heavily, practically every day, numerous hours of the day (bc I have no life lol), so that should be also factored into this.",overall monitor average especially price point downside monitor longevity writing review week year use monitor use monitor heavily practically every day numerous hour day bc life lol also factored,"[('overall', 'JJ'), ('monitor', 'NN'), ('average', 'NN'), ('especially', 'RB'), ('price', 'NN'), ('point', 'NN'), ('downside', 'NN'), ('monitor', 'NN'), ('longevity', 'NN'), ('writing', 'VBG'), ('review', 'NN'), ('week', 'NN'), ('year', 'NN'), ('use', 'NN'), ('monitor', 'NN'), ('use', 'NN'), ('monitor', 'NN'), ('heavily', 'RB'), ('practically', 'RB'), ('every', 'DT'), ('day', 'NN'), ('numerous', 'JJ'), ('hour', 'NN'), ('day', 'NN'), ('bc', 'VBD'), ('life', 'NN'), ('lol', 'NN'), ('also', 'RB'), ('factored', 'VBD')]",3,neutral,4,positive
569," October 11, 2021",5,"I really like how easy it was to hook up and use.  The slight tilt is really great, as the day wears on it will adjust as I slink in the chair to work.  The controls on the back side did take me a small time to get used to, but that is also a nice feature since I don't worry about shutting it off when I adjust it.  Very good product and better than I thought it would be for the money.",really like easy hook use slight tilt really great day wear adjust slink chair work control back side take small time get used also nice feature since dont worry shutting adjust good product better thought would money,"[('really', 'RB'), ('like', 'IN'), ('easy', 'JJ'), ('hook', 'NN'), ('use', 'NN'), ('slight', 'VBD'), ('tilt', 'NNS'), ('really', 'RB'), ('great', 'JJ'), ('day', 'NN'), ('wear', 'VB'), ('adjust', 'JJ'), ('slink', 'NN'), ('chair', 'NN'), ('work', 'NN'), ('control', 'NN'), ('back', 'JJ'), ('side', 'NN'), ('take', 'VB'), ('small', 'JJ'), ('time', 'NN'), ('get', 'NN'), ('used', 'VBN'), ('also', 'RB'), ('nice', 'JJ'), ('feature', 'NN'), ('since', 'IN'), ('dont', 'NN'), ('worry', 'VBP'), ('shutting', 'VBG'), ('adjust', 'RB'), ('good', 'JJ'), ('product', 'NN'), ('better', 'RBR'), ('thought', 'NN'), ('would', 'MD'), ('money', 'NN')]",4,positive,5,positive
570," May 6, 2022",5,"Although I was a pioneer in the early computer industry, one definitely needs to be aware of the latest technology. The entire system is terrific and I believe it is a great value!",although pioneer early computer industry one definitely need aware latest technology entire system terrific believe great value,"[('although', 'IN'), ('pioneer', 'RB'), ('early', 'JJ'), ('computer', 'NN'), ('industry', 'NN'), ('one', 'CD'), ('definitely', 'RB'), ('need', 'VB'), ('aware', 'JJ'), ('latest', 'JJS'), ('technology', 'NN'), ('entire', 'JJ'), ('system', 'NN'), ('terrific', 'NN'), ('believe', 'VBP'), ('great', 'JJ'), ('value', 'NN')]",3,neutral,5,positive
571," January 2, 2023",2,"I didn’t know it did not have a microphone until I tried to do a zoom meeting. I thought that it did, nowhere on the literature did it say it didn’t!",didnt know microphone tried zoom meeting thought nowhere literature say didnt,"[('didnt', 'NN'), ('know', 'VBP'), ('microphone', 'NN'), ('tried', 'VBD'), ('zoom', 'NN'), ('meeting', 'NN'), ('thought', 'VBD'), ('nowhere', 'RB'), ('literature', 'JJ'), ('say', 'VBP'), ('didnt', 'NN')]",3,neutral,1,negative
572," April 25, 2022",3,Greatest thing about this monitor is that it’s 1080p and that it has decent color accuracy for the price,greatest thing monitor p decent color accuracy price,"[('greatest', 'JJS'), ('thing', 'NN'), ('monitor', 'NN'), ('p', 'JJ'), ('decent', 'JJ'), ('color', 'NN'), ('accuracy', 'NN'), ('price', 'NN')]",3,neutral,5,positive
573," July 27, 2022",5,This is a great monitor for the price!,great monitor price,"[('great', 'JJ'), ('monitor', 'NN'), ('price', 'NN')]",5,positive,5,positive
574," August 18, 2022",3,Didn't like the way the screen tilts towards you and I felt like picture quality wasn't all that great.,didnt like way screen tilt towards felt like picture quality wasnt great,"[('didnt', 'NNS'), ('like', 'IN'), ('way', 'NN'), ('screen', 'NN'), ('tilt', 'JJ'), ('towards', 'NNS'), ('felt', 'VBD'), ('like', 'IN'), ('picture', 'NN'), ('quality', 'NN'), ('wasnt', 'VBZ'), ('great', 'JJ')]",5,positive,2,negative
575," April 26, 2020",3,"I ordered three of these monitors because they were inexpensive and had the features I wanted. Shipping was fairly quick considering the state of the world. Installation was very easy and each monitor comes with an HDMI cable, a screwdriver, and hardware for mounting.",ordered three monitor inexpensive feature wanted shipping fairly quick considering state world installation easy monitor come hdmi cable screwdriver hardware mounting,"[('ordered', 'VBN'), ('three', 'CD'), ('monitor', 'NN'), ('inexpensive', 'JJ'), ('feature', 'NN'), ('wanted', 'VBD'), ('shipping', 'VBG'), ('fairly', 'RB'), ('quick', 'JJ'), ('considering', 'VBG'), ('state', 'NN'), ('world', 'NN'), ('installation', 'NN'), ('easy', 'JJ'), ('monitor', 'NN'), ('come', 'VBP'), ('hdmi', 'NN'), ('cable', 'NN'), ('screwdriver', 'NN'), ('hardware', 'NN'), ('mounting', 'VBG')]",4,positive,5,positive
576," February 20, 2022",4,It’s a good monitor and is very big,good monitor big,"[('good', 'JJ'), ('monitor', 'NN'), ('big', 'JJ')]",4,positive,5,positive
577," December 26, 2021",4,This is a light weight display that has a good picture. It does well during gaming. Great price for the size.,light weight display good picture well gaming great price size,"[('light', 'JJ'), ('weight', 'NN'), ('display', 'NN'), ('good', 'JJ'), ('picture', 'NN'), ('well', 'RB'), ('gaming', 'VBG'), ('great', 'JJ'), ('price', 'NN'), ('size', 'NN')]",4,positive,5,positive
578," August 8, 2022",5,Great Screen for the money,great screen money,"[('great', 'JJ'), ('screen', 'JJ'), ('money', 'NN')]",5,positive,5,positive
579," April 27, 2022",3,The picture is great and crisp. I only give 3 stars though because it puts out RF noise that interferes with my ham radio station. It is against FCC regulations for a product to be sold on the market that causes RF interference with anything. That's why I only give 3 stars.,picture great crisp give star though put rf noise interferes ham radio station fcc regulation product sold market cause rf interference anything thats give star,"[('picture', 'NN'), ('great', 'JJ'), ('crisp', 'JJ'), ('give', 'JJ'), ('star', 'NN'), ('though', 'IN'), ('put', 'VBN'), ('rf', 'VBP'), ('noise', 'NN'), ('interferes', 'NNS'), ('ham', 'VBP'), ('radio', 'NN'), ('station', 'NN'), ('fcc', 'NN'), ('regulation', 'NN'), ('product', 'NN'), ('sold', 'VBN'), ('market', 'NN'), ('cause', 'NN'), ('rf', 'NN'), ('interference', 'NN'), ('anything', 'NN'), ('thats', 'NNS'), ('give', 'VBP'), ('star', 'NN')]",4,positive,3,neutral
580," August 20, 2022",5,Great monitor!,great monitor,"[('great', 'JJ'), ('monitor', 'NN')]",5,positive,5,positive
581," August 1, 2022",3,I don’t like the sound at all. The picture quality is not so  good . I would not buy again.,dont like sound picture quality good would buy,"[('dont', 'NN'), ('like', 'IN'), ('sound', 'JJ'), ('picture', 'NN'), ('quality', 'NN'), ('good', 'NN'), ('would', 'MD'), ('buy', 'VB')]",4,positive,2,negative
582," June 8, 2022",5,This monitor has been great as I transition to working from home and starting school - I plan to by a second one!,monitor great transition working home starting school plan second one,"[('monitor', 'NN'), ('great', 'JJ'), ('transition', 'NN'), ('working', 'VBG'), ('home', 'NN'), ('starting', 'VBG'), ('school', 'NN'), ('plan', 'NN'), ('second', 'VBP'), ('one', 'CD')]",5,positive,5,positive
583," September 29, 2021",4,"Yes, this is pretty good for gaming. I bought this for my cousin who loves playing games and he said it worked well and the image quality was good as well. Given how much it was and how well it works I say it’s worth a buy!",yes pretty good gaming bought cousin love playing game said worked well image quality good well given much well work say worth buy,"[('yes', 'RB'), ('pretty', 'RB'), ('good', 'JJ'), ('gaming', 'VBG'), ('bought', 'VBD'), ('cousin', 'NN'), ('love', 'IN'), ('playing', 'VBG'), ('game', 'NN'), ('said', 'VBD'), ('worked', 'VBN'), ('well', 'RB'), ('image', 'NN'), ('quality', 'NN'), ('good', 'JJ'), ('well', 'RB'), ('given', 'VBN'), ('much', 'RB'), ('well', 'RB'), ('work', 'VB'), ('say', 'VBP'), ('worth', 'JJ'), ('buy', 'NN')]",4,positive,5,positive
584," April 19, 2022",5,Love that it has a blue light feature.  Really helps with the glare from nearby windows.  No more seeing the windows in the background on the monitor.  Glad I upgraded to this one.,love blue light feature really help glare nearby window seeing window background monitor glad upgraded one,"[('love', 'VB'), ('blue', 'NN'), ('light', 'JJ'), ('feature', 'NN'), ('really', 'RB'), ('help', 'VB'), ('glare', 'NN'), ('nearby', 'JJ'), ('window', 'NN'), ('seeing', 'VBG'), ('window', 'NN'), ('background', 'NN'), ('monitor', 'NN'), ('glad', 'NN'), ('upgraded', 'VBD'), ('one', 'CD')]",4,positive,5,positive
585," June 17, 2022",5,Very well built screen is well made and works well with my  xbox one s so it’s a good product 10/10,well built screen well made work well xbox one good product,"[('well', 'RB'), ('built', 'VBN'), ('screen', 'NN'), ('well', 'RB'), ('made', 'VBD'), ('work', 'NN'), ('well', 'RB'), ('xbox', 'RB'), ('one', 'CD'), ('good', 'JJ'), ('product', 'NN')]",4,positive,5,positive
586," April 11, 2022",5,"I got this deal, for 25% off but it was also overnight shipping was well. It had a great deal, on it and I needed a Monitor for my gaming pc, and it works well on it.",got deal also overnight shipping well great deal needed monitor gaming pc work well,"[('got', 'VBD'), ('deal', 'NN'), ('also', 'RB'), ('overnight', 'VBD'), ('shipping', 'VBG'), ('well', 'RB'), ('great', 'JJ'), ('deal', 'NN'), ('needed', 'VBN'), ('monitor', 'NN'), ('gaming', 'VBG'), ('pc', 'NN'), ('work', 'NN'), ('well', 'RB')]",5,positive,5,positive
587," January 24, 2022",5,I needed a work station for my home and ordered two of these monitors. They connected well with a Mokin docking hub to my HP laptop. Each comes with an HDMI cable. They are easy to set-up with excellent screen quality. I did have to mute the speakers and adjust my computer audio to ignore the monitor speakers.,needed work station home ordered two monitor connected well mokin docking hub hp laptop come hdmi cable easy setup excellent screen quality mute speaker adjust computer audio ignore monitor speaker,"[('needed', 'VBN'), ('work', 'NN'), ('station', 'NN'), ('home', 'NN'), ('ordered', 'VBD'), ('two', 'CD'), ('monitor', 'NN'), ('connected', 'VBN'), ('well', 'RB'), ('mokin', 'JJ'), ('docking', 'VBG'), ('hub', 'NN'), ('hp', 'NN'), ('laptop', 'JJ'), ('come', 'NN'), ('hdmi', 'NN'), ('cable', 'NN'), ('easy', 'JJ'), ('setup', 'NN'), ('excellent', 'NN'), ('screen', 'NN'), ('quality', 'NN'), ('mute', 'NN'), ('speaker', 'NN'), ('adjust', 'VBP'), ('computer', 'NN'), ('audio', 'NN'), ('ignore', 'NN'), ('monitor', 'NN'), ('speaker', 'NN')]",4,positive,5,positive
588," August 10, 2022",5,Good product. Good price.,good product good price,"[('good', 'JJ'), ('product', 'NN'), ('good', 'JJ'), ('price', 'NN')]",4,positive,5,positive
589," May 13, 2020",4,"So this monitor does everything you could want out of a 100$ monitor. Its got acceptable picture quality, built in speakers (a bit quiet), two HDMI inputs. The only issue how it mounts on VESA, which is impressive it has a mount for, the bottom bulges in the back and its on this bulge that the vesa mount holes lay. The mount is not centered vertically and causes issues lining up with any monitor that does. It also make is difficult to mount in portrait, as you can only mount it one way on each the left and right sides of an arm set up, otherwise it obscures the monitor on the opposite mount.",monitor everything could want monitor got acceptable picture quality built speaker bit quiet two hdmi input issue mount vesa impressive mount bottom bulge back bulge vesa mount hole lay mount centered vertically cause issue lining monitor also make difficult mount portrait mount one way left right side arm set otherwise obscures monitor opposite mount,"[('monitor', 'NN'), ('everything', 'NN'), ('could', 'MD'), ('want', 'VB'), ('monitor', 'NN'), ('got', 'VBD'), ('acceptable', 'JJ'), ('picture', 'NN'), ('quality', 'NN'), ('built', 'VBN'), ('speaker', 'NN'), ('bit', 'NN'), ('quiet', 'JJ'), ('two', 'CD'), ('hdmi', 'NN'), ('input', 'JJ'), ('issue', 'NN'), ('mount', 'NN'), ('vesa', 'JJ'), ('impressive', 'JJ'), ('mount', 'NN'), ('bottom', 'NN'), ('bulge', 'VBD'), ('back', 'RB'), ('bulge', 'JJ'), ('vesa', 'NN'), ('mount', 'NN'), ('hole', 'JJ'), ('lay', 'NN'), ('mount', 'NN'), ('centered', 'VBD'), ('vertically', 'RB'), ('cause', 'JJ'), ('issue', 'NN'), ('lining', 'VBG'), ('monitor', 'NN'), ('also', 'RB'), ('make', 'VBP'), ('difficult', 'JJ'), ('mount', 'NN'), ('portrait', 'NN'), ('mount', 'VBP'), ('one', 'CD'), ('way', 'NN'), ('left', 'VBD'), ('right', 'JJ'), ('side', 'NN'), ('arm', 'NN'), ('set', 'VBN'), ('otherwise', 'RB'), ('obscures', 'VBZ'), ('monitor', 'JJ'), ('opposite', 'JJ'), ('mount', 'NN')]",3,neutral,4,positive
590," December 26, 2021",4,The base for the screen allows the monitor to wiggle whenever you bump the desk it’s a bit annoying.,base screen allows monitor wiggle whenever bump desk bit annoying,"[('base', 'NN'), ('screen', 'NN'), ('allows', 'VBZ'), ('monitor', 'NN'), ('wiggle', 'NN'), ('whenever', 'WRB'), ('bump', 'NN'), ('desk', 'NN'), ('bit', 'NN'), ('annoying', 'VBG')]",1,negative,3,neutral
591," November 3, 2022",1,"I ordered this Sceptre 24"" Professional Thin 75Hz 1080p LED Monitor monitor in October. I received it right away. When I removed it from the box and hooked up it was not 24 inches. It was 21 3/4. When I tried to return, I ordered another one which I was assured by customer service it would be 24 inches. It was not. The return became problematic as well. Now I have been billed for two monitors (even though I returned both of them at the same time after many phone calls to customer service. One monitor may be credited soon but is still on my bank statement and the other seems to be in limbo. I am so disappointed that this has taken a month  of mishaps. I really needed the monitor 3 weeks ago but will not order again from this company. The description and the box is misleading. I was told this product was removed. Apparently not. I hope AMAZON credits me back right away for the two monitors as they promised. I have bee a reliable customer of AMAZON for years.",ordered sceptre professional thin hz p led monitor monitor october received right away removed box hooked inch tried return ordered another one assured customer service would inch return became problematic well billed two monitor even though returned time many phone call customer service one monitor may credited soon still bank statement seems limbo disappointed taken month mishap really needed monitor week ago order company description box misleading told product removed apparently hope amazon credit back right away two monitor promised bee reliable customer amazon year,"[('ordered', 'VBN'), ('sceptre', 'JJ'), ('professional', 'JJ'), ('thin', 'NN'), ('hz', 'NN'), ('p', 'NN'), ('led', 'VBD'), ('monitor', 'NN'), ('monitor', 'NN'), ('october', 'VBP'), ('received', 'VBN'), ('right', 'RB'), ('away', 'RB'), ('removed', 'VBN'), ('box', 'NN'), ('hooked', 'VBD'), ('inch', 'JJ'), ('tried', 'JJ'), ('return', 'NN'), ('ordered', 'VBD'), ('another', 'DT'), ('one', 'CD'), ('assured', 'VBN'), ('customer', 'NN'), ('service', 'NN'), ('would', 'MD'), ('inch', 'VB'), ('return', 'NN'), ('became', 'VBD'), ('problematic', 'JJ'), ('well', 'RB'), ('billed', 'VBN'), ('two', 'CD'), ('monitor', 'NN'), ('even', 'RB'), ('though', 'IN'), ('returned', 'JJ'), ('time', 'NN'), ('many', 'JJ'), ('phone', 'NN'), ('call', 'NN'), ('customer', 'NN'), ('service', 'NN'), ('one', 'CD'), ('monitor', 'NN'), ('may', 'MD'), ('credited', 'VB'), ('soon', 'RB'), ('still', 'RB'), ('bank', 'NN'), ('statement', 'NN'), ('seems', 'VBZ'), ('limbo', 'JJ'), ('disappointed', 'JJ'), ('taken', 'VBN'), ('month', 'NN'), ('mishap', 'RBR'), ('really', 'RB'), ('needed', 'VBN'), ('monitor', 'NN'), ('week', 'NN'), ('ago', 'IN'), ('order', 'NN'), ('company', 'NN'), ('description', 'NN'), ('box', 'NN'), ('misleading', 'VBG'), ('told', 'VBD'), ('product', 'NN'), ('removed', 'VBN'), ('apparently', 'RB'), ('hope', 'VBP'), ('amazon', 'JJ'), ('credit', 'NN'), ('back', 'RB'), ('right', 'RB'), ('away', 'RB'), ('two', 'CD'), ('monitor', 'NN'), ('promised', 'VBD'), ('bee', 'NN'), ('reliable', 'JJ'), ('customer', 'NN'), ('amazon', 'NN'), ('year', 'NN')]",3,neutral,1,negative
